1/29/2014 5:50:43 PM;29507
1/29/2014 5:50:44 PM;29515
1/29/2014 5:50:44 PM;29505
1/29/2014 5:50:45 PM;29505
1/29/2014 5:50:45 PM;29454
1/29/2014 5:50:45 PM;29492
1/29/2014 5:50:46 PM;29470
1/29/2014 5:50:46 PM;29490
1/29/2014 5:50:47 PM;29507
1/29/2014 5:50:47 PM;29490
1/29/2014 5:50:48 PM;29489
1/29/2014 5:50:48 PM;29507
1/29/2014 5:50:49 PM;29485
1/29/2014 5:50:49 PM;29507
1/29/2014 5:50:50 PM;29480
1/29/2014 5:50:50 PM;29499
1/29/2014 5:50:51 PM;29530
1/29/2014 5:50:51 PM;29492
1/29/2014 5:50:52 PM;29492
1/29/2014 5:50:53 PM;29440
1/29/2014 5:50:53 PM;29469
1/29/2014 5:50:54 PM;29487
1/29/2014 5:50:54 PM;29470
1/29/2014 5:50:55 PM;29564
1/29/2014 5:50:55 PM;29492
1/29/2014 5:50:56 PM;29472
1/29/2014 5:50:56 PM;29480
1/29/2014 5:50:57 PM;29525
1/29/2014 5:50:57 PM;29490
1/29/2014 5:50:58 PM;29500
1/29/2014 5:50:58 PM;29520
1/29/2014 5:50:59 PM;29470
1/29/2014 5:50:59 PM;29495
1/29/2014 5:51:00 PM;29465
1/29/2014 5:51:00 PM;29507
1/29/2014 5:51:01 PM;29494
1/29/2014 5:51:01 PM;29510
1/29/2014 5:51:02 PM;29477
1/29/2014 5:51:02 PM;29507
1/29/2014 5:51:03 PM;29519
1/29/2014 5:51:03 PM;29465
1/29/2014 5:51:04 PM;29485
1/29/2014 5:51:05 PM;29470
1/29/2014 5:51:05 PM;29500
1/29/2014 5:51:06 PM;29494
1/29/2014 5:51:06 PM;29485
1/29/2014 5:51:07 PM;29532
1/29/2014 5:51:07 PM;29460
1/29/2014 5:51:08 PM;29467
1/29/2014 5:51:08 PM;29507
1/29/2014 5:51:09 PM;29474
1/29/2014 5:51:09 PM;29529
1/29/2014 5:51:10 PM;29447
1/29/2014 5:51:10 PM;29472
1/29/2014 5:51:11 PM;29425
1/29/2014 5:51:12 PM;29502
1/29/2014 5:51:12 PM;29507
1/29/2014 5:51:13 PM;29530
1/29/2014 5:51:13 PM;29519
1/29/2014 5:51:14 PM;29462
1/29/2014 5:51:14 PM;29482
1/29/2014 5:51:15 PM;29542
1/29/2014 5:51:15 PM;29500
1/29/2014 5:51:16 PM;29505
1/29/2014 5:51:17 PM;29499
1/29/2014 5:51:17 PM;29500
1/29/2014 5:51:18 PM;29495
1/29/2014 5:51:18 PM;29475
1/29/2014 5:51:19 PM;29500
1/29/2014 5:51:19 PM;29465
1/29/2014 5:51:20 PM;29512
1/29/2014 5:51:21 PM;29477
1/29/2014 5:51:21 PM;29480
1/29/2014 5:51:22 PM;29462
1/29/2014 5:51:22 PM;29499
1/29/2014 5:51:23 PM;29505
1/29/2014 5:51:23 PM;29450
1/29/2014 5:51:24 PM;29470
1/29/2014 5:51:25 PM;29472
1/29/2014 5:51:25 PM;29455
1/29/2014 5:51:26 PM;29539
1/29/2014 5:51:26 PM;29462
1/29/2014 5:51:27 PM;29512
1/29/2014 5:51:27 PM;29505
1/29/2014 5:51:28 PM;29527
1/29/2014 5:51:29 PM;29517
1/29/2014 5:51:29 PM;29480
1/29/2014 5:51:30 PM;29505
1/29/2014 5:51:30 PM;29540
1/29/2014 5:51:31 PM;29517
1/29/2014 5:51:32 PM;29525
1/29/2014 5:51:32 PM;29447
1/29/2014 5:51:33 PM;29492
1/29/2014 5:51:33 PM;29504
1/29/2014 5:51:34 PM;29465
1/29/2014 5:51:35 PM;29524
1/29/2014 5:51:35 PM;29484
1/29/2014 5:51:36 PM;29519
1/29/2014 5:51:36 PM;29517
1/29/2014 5:51:37 PM;29510
1/29/2014 5:51:38 PM;29520
1/29/2014 5:51:38 PM;29490
1/29/2014 5:51:39 PM;29524
1/29/2014 5:51:39 PM;29515
1/29/2014 5:51:40 PM;29534
1/29/2014 5:51:41 PM;29485
1/29/2014 5:51:41 PM;29490
1/29/2014 5:51:42 PM;29482
1/29/2014 5:51:42 PM;29497
1/29/2014 5:51:43 PM;29515
1/29/2014 5:51:44 PM;29445
1/29/2014 5:51:44 PM;29485
1/29/2014 5:51:45 PM;29504
1/29/2014 5:51:46 PM;29485
1/29/2014 5:51:46 PM;29495
1/29/2014 5:51:47 PM;29490
1/29/2014 5:51:47 PM;29455
1/29/2014 5:51:48 PM;29480
1/29/2014 5:51:49 PM;29492
1/29/2014 5:51:49 PM;29520
1/29/2014 5:51:50 PM;29484
1/29/2014 5:51:51 PM;29510
1/29/2014 5:51:51 PM;29477
1/29/2014 5:51:52 PM;29472
1/29/2014 5:51:52 PM;29432
1/29/2014 5:51:53 PM;29494
1/29/2014 5:51:54 PM;29515
1/29/2014 5:51:54 PM;29505
1/29/2014 5:51:55 PM;29495
1/29/2014 5:51:56 PM;29485
1/29/2014 5:51:56 PM;29514
1/29/2014 5:51:57 PM;29505
1/29/2014 5:51:58 PM;29500
1/29/2014 5:51:58 PM;29445
1/29/2014 5:51:59 PM;29472
1/29/2014 5:51:59 PM;29505
1/29/2014 5:52:00 PM;29522
1/29/2014 5:52:01 PM;29492
1/29/2014 5:52:01 PM;29512
1/29/2014 5:52:02 PM;29464
1/29/2014 5:52:03 PM;29485
1/29/2014 5:52:03 PM;29492
1/29/2014 5:52:04 PM;29510
1/29/2014 5:52:05 PM;29460
1/29/2014 5:52:05 PM;29487
1/29/2014 5:52:06 PM;29495
1/29/2014 5:52:07 PM;29505
1/29/2014 5:52:07 PM;29507
1/29/2014 5:52:08 PM;29465
1/29/2014 5:52:09 PM;29502
1/29/2014 5:52:09 PM;29500
1/29/2014 5:52:10 PM;29507
1/29/2014 5:52:11 PM;29467
1/29/2014 5:52:11 PM;29455
1/29/2014 5:52:12 PM;29475
1/29/2014 5:52:13 PM;29477
1/29/2014 5:52:13 PM;29482
1/29/2014 5:52:14 PM;29485
1/29/2014 5:52:15 PM;29515
1/29/2014 5:52:15 PM;29492
1/29/2014 5:52:16 PM;29492
1/29/2014 5:52:17 PM;29490
1/29/2014 5:52:18 PM;29450
1/29/2014 5:52:18 PM;29495
1/29/2014 5:52:19 PM;29455
1/29/2014 5:52:20 PM;29460
1/29/2014 5:52:20 PM;29475
1/29/2014 5:52:21 PM;29519
1/29/2014 5:52:22 PM;29517
1/29/2014 5:52:22 PM;29507
1/29/2014 5:52:23 PM;29482
1/29/2014 5:52:24 PM;29482
1/29/2014 5:52:25 PM;29494
1/29/2014 5:52:25 PM;29497
1/29/2014 5:52:26 PM;29497
1/29/2014 5:52:27 PM;29512
1/29/2014 5:52:27 PM;29479
1/29/2014 5:52:28 PM;29510
1/29/2014 5:52:29 PM;29475
1/29/2014 5:52:29 PM;29505
1/29/2014 5:52:30 PM;29489
1/29/2014 5:52:31 PM;29500
1/29/2014 5:52:31 PM;29455
1/29/2014 5:52:32 PM;29515
1/29/2014 5:52:33 PM;29525
1/29/2014 5:52:34 PM;29497
1/29/2014 5:52:34 PM;29462
1/29/2014 5:52:35 PM;29477
1/29/2014 5:52:36 PM;29467
1/29/2014 5:52:36 PM;29465
1/29/2014 5:52:37 PM;29495
1/29/2014 5:52:38 PM;29512
1/29/2014 5:52:39 PM;29487
1/29/2014 5:52:39 PM;29474
1/29/2014 5:52:40 PM;29497
1/29/2014 5:52:41 PM;29480
1/29/2014 5:52:42 PM;29490
1/29/2014 5:52:42 PM;29465
1/29/2014 5:52:43 PM;29484
1/29/2014 5:52:44 PM;29492
1/29/2014 5:52:44 PM;29480
1/29/2014 5:52:45 PM;29530
1/29/2014 5:52:46 PM;29514
1/29/2014 5:52:47 PM;29487
1/29/2014 5:52:47 PM;29487
1/29/2014 5:52:48 PM;29502
1/29/2014 5:52:49 PM;29472
1/29/2014 5:52:50 PM;29440
1/29/2014 5:52:50 PM;29489
1/29/2014 5:52:51 PM;29522
1/29/2014 5:52:52 PM;29474
1/29/2014 5:52:53 PM;29495
1/29/2014 5:52:53 PM;29490
1/29/2014 5:52:54 PM;29494
1/29/2014 5:52:55 PM;29520
1/29/2014 5:52:56 PM;29510
1/29/2014 5:52:56 PM;29480
1/29/2014 5:52:57 PM;29492
1/29/2014 5:52:58 PM;29455
1/29/2014 5:52:58 PM;29500
1/29/2014 5:52:59 PM;29495
1/29/2014 5:53:00 PM;29497
1/29/2014 5:53:01 PM;29482
1/29/2014 5:53:02 PM;29462
1/29/2014 5:53:02 PM;29492
1/29/2014 5:53:03 PM;29540
1/29/2014 5:53:04 PM;29509
1/29/2014 5:53:05 PM;29490
1/29/2014 5:53:05 PM;29460
1/29/2014 5:53:06 PM;29487
1/29/2014 5:53:07 PM;29492
1/29/2014 5:53:08 PM;29499
1/29/2014 5:53:08 PM;29487
1/29/2014 5:53:09 PM;29487
1/29/2014 5:53:10 PM;29529
1/29/2014 5:53:11 PM;29525
1/29/2014 5:53:12 PM;29522
1/29/2014 5:53:12 PM;29519
1/29/2014 5:53:13 PM;29495
1/29/2014 5:53:14 PM;29480
1/29/2014 5:53:14 PM;29492
1/29/2014 5:53:15 PM;29474
1/29/2014 5:53:16 PM;29490
1/29/2014 5:53:17 PM;29529
1/29/2014 5:53:17 PM;29495
1/29/2014 5:53:18 PM;29485
1/29/2014 5:53:19 PM;29469
1/29/2014 5:53:20 PM;29525
1/29/2014 5:53:20 PM;29464
1/29/2014 5:53:21 PM;29477
1/29/2014 5:53:22 PM;29500
1/29/2014 5:53:23 PM;29507
1/29/2014 5:53:23 PM;29472
1/29/2014 5:53:24 PM;29520
1/29/2014 5:53:25 PM;29519
1/29/2014 5:53:26 PM;29497
1/29/2014 5:53:26 PM;29520
1/29/2014 5:53:27 PM;29477
1/29/2014 5:53:28 PM;29490
1/29/2014 5:53:29 PM;29507
1/29/2014 5:53:30 PM;29505
1/29/2014 5:53:30 PM;29507
1/29/2014 5:53:31 PM;29504
1/29/2014 5:53:32 PM;29475
1/29/2014 5:53:33 PM;29467
1/29/2014 5:53:34 PM;29502
1/29/2014 5:53:34 PM;29499
1/29/2014 5:53:35 PM;29485
1/29/2014 5:53:36 PM;29507
1/29/2014 5:53:37 PM;29489
1/29/2014 5:53:37 PM;29495
1/29/2014 5:53:38 PM;29522
1/29/2014 5:53:39 PM;29497
1/29/2014 5:53:40 PM;29465
1/29/2014 5:53:40 PM;29487
1/29/2014 5:53:41 PM;29492
1/29/2014 5:53:42 PM;29492
1/29/2014 5:53:43 PM;29487
1/29/2014 5:53:44 PM;29500
1/29/2014 5:53:44 PM;29480
1/29/2014 5:53:45 PM;29475
1/29/2014 5:53:46 PM;29477
1/29/2014 5:53:47 PM;29510
1/29/2014 5:53:48 PM;29470
1/29/2014 5:53:48 PM;29492
1/29/2014 5:53:49 PM;29502
1/29/2014 5:53:50 PM;29465
1/29/2014 5:53:51 PM;29500
1/29/2014 5:53:52 PM;29502
1/29/2014 5:53:52 PM;29512
1/29/2014 5:53:53 PM;29477
1/29/2014 5:53:54 PM;29490
1/29/2014 5:53:55 PM;29484
1/29/2014 5:53:56 PM;29515
1/29/2014 5:53:56 PM;29507
1/29/2014 5:53:57 PM;29520
1/29/2014 5:53:58 PM;29509
1/29/2014 5:53:59 PM;29435
1/29/2014 5:54:00 PM;29472
1/29/2014 5:54:01 PM;29519
1/29/2014 5:54:01 PM;29505
1/29/2014 5:54:02 PM;29492
1/29/2014 5:54:03 PM;29510
1/29/2014 5:54:04 PM;29540
1/29/2014 5:54:05 PM;29479
1/29/2014 5:54:05 PM;29562
1/29/2014 5:54:06 PM;29475
1/29/2014 5:54:07 PM;29487
1/29/2014 5:54:08 PM;29424
1/29/2014 5:54:09 PM;29507
1/29/2014 5:54:09 PM;29482
1/29/2014 5:54:10 PM;29515
1/29/2014 5:54:11 PM;29492
1/29/2014 5:54:12 PM;29477
1/29/2014 5:54:13 PM;29505
1/29/2014 5:54:13 PM;29460
1/29/2014 5:54:14 PM;29497
1/29/2014 5:54:15 PM;29482
1/29/2014 5:54:16 PM;29509
1/29/2014 5:54:17 PM;29470
1/29/2014 5:54:18 PM;29455
1/29/2014 5:54:18 PM;29475
1/29/2014 5:54:19 PM;29504
1/29/2014 5:54:20 PM;29502
1/29/2014 5:54:21 PM;29462
1/29/2014 5:54:22 PM;29534
1/29/2014 5:54:23 PM;29455
1/29/2014 5:54:23 PM;29465
1/29/2014 5:54:24 PM;29465
1/29/2014 5:54:25 PM;29510
1/29/2014 5:54:26 PM;29515
1/29/2014 5:54:27 PM;29500
1/29/2014 5:54:28 PM;29495
1/29/2014 5:54:28 PM;29497
1/29/2014 5:54:29 PM;29459
1/29/2014 5:54:30 PM;29512
1/29/2014 5:54:31 PM;29500
1/29/2014 5:54:32 PM;29437
1/29/2014 5:54:33 PM;29465
1/29/2014 5:54:33 PM;29502
1/29/2014 5:54:34 PM;29502
1/29/2014 5:54:35 PM;29479
1/29/2014 5:54:36 PM;29489
1/29/2014 5:54:37 PM;29470
1/29/2014 5:54:38 PM;29499
1/29/2014 5:54:38 PM;29485
1/29/2014 5:54:39 PM;29484
1/29/2014 5:54:40 PM;29462
1/29/2014 5:54:41 PM;29507
1/29/2014 5:54:42 PM;29437
1/29/2014 5:54:43 PM;29500
1/29/2014 5:54:44 PM;29492
1/29/2014 5:54:44 PM;29512
1/29/2014 5:54:45 PM;29510
1/29/2014 5:54:46 PM;29467
1/29/2014 5:54:47 PM;29519
1/29/2014 5:54:48 PM;29510
1/29/2014 5:54:49 PM;29477
1/29/2014 5:54:50 PM;29490
1/29/2014 5:54:51 PM;29512
1/29/2014 5:54:51 PM;29455
1/29/2014 5:54:52 PM;29499
1/29/2014 5:54:53 PM;29495
1/29/2014 5:54:54 PM;29514
1/29/2014 5:54:55 PM;29507
1/29/2014 5:54:57 PM;29512
1/29/2014 5:54:57 PM;29520
1/29/2014 5:54:58 PM;29449
1/29/2014 5:54:59 PM;29525
1/29/2014 5:55:00 PM;29465
1/29/2014 5:55:01 PM;29477
1/29/2014 5:55:02 PM;29480
1/29/2014 5:55:03 PM;29520
1/29/2014 5:55:04 PM;29445
1/29/2014 5:55:06 PM;29457
1/29/2014 5:55:07 PM;29485
1/29/2014 5:55:08 PM;29455
1/29/2014 5:55:09 PM;29490
1/29/2014 5:55:10 PM;29487
1/29/2014 5:55:11 PM;29492
1/29/2014 5:55:12 PM;29485
1/29/2014 5:55:13 PM;29467
1/29/2014 5:55:14 PM;29484
1/29/2014 5:55:15 PM;29464
1/29/2014 5:55:17 PM;29465
1/29/2014 5:55:17 PM;29460
1/29/2014 5:55:17 PM;29472
1/29/2014 5:55:18 PM;29522
1/29/2014 5:55:19 PM;29484
1/29/2014 5:55:19 PM;29489
1/29/2014 5:55:20 PM;29462
1/29/2014 5:55:20 PM;29479
1/29/2014 5:55:21 PM;29514
1/29/2014 5:55:22 PM;29515
1/29/2014 5:55:22 PM;29477
1/29/2014 5:55:23 PM;29502
1/29/2014 5:55:23 PM;29520
1/29/2014 5:55:24 PM;29504
1/29/2014 5:55:24 PM;29470
1/29/2014 5:55:25 PM;29510
1/29/2014 5:55:25 PM;29525
1/29/2014 5:55:25 PM;29497
1/29/2014 5:55:26 PM;29500
1/29/2014 5:55:27 PM;29472
1/29/2014 5:55:28 PM;29512
1/29/2014 5:55:29 PM;29500
1/29/2014 5:55:29 PM;29522
1/29/2014 5:55:30 PM;29510
1/29/2014 5:55:30 PM;29539
1/29/2014 5:55:30 PM;29515
1/29/2014 5:55:31 PM;29485
1/29/2014 5:55:31 PM;29517
1/29/2014 5:55:31 PM;29555
1/29/2014 5:55:32 PM;29535
1/29/2014 5:55:33 PM;29547
1/29/2014 5:55:33 PM;29545
1/29/2014 5:55:34 PM;29555
1/29/2014 5:55:34 PM;29517
1/29/2014 5:55:35 PM;29477
1/29/2014 5:55:35 PM;29464
1/29/2014 5:55:36 PM;29445
1/29/2014 5:55:36 PM;29530
1/29/2014 5:55:37 PM;29457
1/29/2014 5:55:37 PM;29487
1/29/2014 5:55:38 PM;29490
1/29/2014 5:55:38 PM;29487
1/29/2014 5:55:39 PM;29489
1/29/2014 5:55:40 PM;29502
1/29/2014 5:55:40 PM;29467
1/29/2014 5:55:41 PM;29489
1/29/2014 5:55:41 PM;29484
1/29/2014 5:55:42 PM;29502
1/29/2014 5:55:42 PM;29495
1/29/2014 5:55:43 PM;29507
1/29/2014 5:55:44 PM;29502
1/29/2014 5:55:44 PM;29515
1/29/2014 5:55:45 PM;29477
1/29/2014 5:55:45 PM;29527
1/29/2014 5:55:46 PM;29505
1/29/2014 5:55:47 PM;29462
1/29/2014 5:55:47 PM;29470
1/29/2014 5:55:48 PM;29490
1/29/2014 5:55:48 PM;29497
1/29/2014 5:55:49 PM;29429
1/29/2014 5:55:50 PM;29512
1/29/2014 5:55:50 PM;29480
1/29/2014 5:55:51 PM;29504
1/29/2014 5:55:51 PM;29497
1/29/2014 5:55:52 PM;29510
1/29/2014 5:55:52 PM;29505
1/29/2014 5:55:53 PM;29499
1/29/2014 5:55:54 PM;29467
1/29/2014 5:55:54 PM;29494
1/29/2014 5:55:55 PM;29494
1/29/2014 5:55:55 PM;29477
1/29/2014 5:55:56 PM;29482
1/29/2014 5:55:56 PM;29489
1/29/2014 5:55:57 PM;29497
1/29/2014 5:55:58 PM;29455
1/29/2014 5:55:58 PM;29484
1/29/2014 5:55:59 PM;29510
1/29/2014 5:55:59 PM;29497
1/29/2014 5:56:00 PM;29517
1/29/2014 5:56:01 PM;29497
1/29/2014 5:56:01 PM;29540
1/29/2014 5:56:02 PM;29467
1/29/2014 5:56:02 PM;29507
1/29/2014 5:56:03 PM;29484
1/29/2014 5:56:04 PM;29489
1/29/2014 5:56:04 PM;29514
1/29/2014 5:56:05 PM;29489
1/29/2014 5:56:05 PM;29487
1/29/2014 5:56:06 PM;29470
1/29/2014 5:56:07 PM;29472
1/29/2014 5:56:07 PM;29499
1/29/2014 5:56:08 PM;29480
1/29/2014 5:56:09 PM;29499
1/29/2014 5:56:09 PM;29500
1/29/2014 5:56:10 PM;29514
1/29/2014 5:56:11 PM;29510
1/29/2014 5:56:11 PM;29497
1/29/2014 5:56:12 PM;29490
1/29/2014 5:56:13 PM;29492
1/29/2014 5:56:13 PM;29464
1/29/2014 5:56:14 PM;29487
1/29/2014 5:56:15 PM;29504
1/29/2014 5:56:15 PM;29522
1/29/2014 5:56:16 PM;29490
1/29/2014 5:56:16 PM;29509
1/29/2014 5:56:17 PM;29479
1/29/2014 5:56:18 PM;29494
1/29/2014 5:56:18 PM;29457
1/29/2014 5:56:19 PM;29497
1/29/2014 5:56:19 PM;29497
1/29/2014 5:56:20 PM;29510
1/29/2014 5:56:21 PM;29485
1/29/2014 5:56:21 PM;29514
1/29/2014 5:56:22 PM;29502
1/29/2014 5:56:23 PM;29479
1/29/2014 5:56:23 PM;29507
1/29/2014 5:56:24 PM;29479
1/29/2014 5:56:25 PM;29502
1/29/2014 5:56:25 PM;29495
1/29/2014 5:56:26 PM;29467
1/29/2014 5:56:26 PM;29470
1/29/2014 5:56:26 PM;29510
1/29/2014 5:56:27 PM;29500
1/29/2014 5:56:27 PM;29477
1/29/2014 5:56:28 PM;29529
1/29/2014 5:56:28 PM;29567
1/29/2014 5:56:29 PM;29575
1/29/2014 5:56:29 PM;29510
1/29/2014 5:56:30 PM;29497
1/29/2014 5:56:31 PM;29479
1/29/2014 5:56:32 PM;29497
1/29/2014 5:56:32 PM;29482
1/29/2014 5:56:33 PM;29424
1/29/2014 5:56:33 PM;29520
